CustomerID;CustomerState;CustomerSurname;CustomerFirstname;NumberOfEmployees
1101;Georgia;Christie;Necia;10
15555;Georgia;Cicerelli;Colleen;5
19376;Georgia;Cobb;Danny;4
5575;Georgia;Conroy;Juliet;7
6807;Georgia;Cornwell;Emily;4
6438;Georgia;Costar;Curt;5
19567;Georgia;Cox;Yumiko;1
15905;Georgia;Craig;Lucy;7
6048;Georgia;Crega;Emma Louise;9
6213;Georgia;Cross;Gina;3
344;Georgia;Curl;Perinda;4
6701;Georgia;Currier;Chellie;8
8521;Georgia;Dalander;Hermon;6
14534;Georgia;Daugherty;Farrell;3
735;Georgia;De Carlo;Walter;10
9882;Georgia;Desalvo;Eithne;10
5721;Georgia;Desimone;W.;3
8540;Georgia;Dixon;Wellington;5
19818;Georgia;Dougherty;Shanieadin;1
4424;Georgia;Drewke;Sandra Kay;6
18762;Georgia;Drewke;Teong;5
19275;Georgia;Driscoll;Louie;2
10257;Georgia;Dulude;Tuesday;6
12130;Georgia;Duplin;Blanche;6
1920;Georgia;Durante;Livia;6
17003;Georgia;Durbin;Merrill;4
1351;Georgia;Easton;Reeda;7
5607;Georgia;Evens;Mandi;11
9098;Georgia;Evoy;Melphia;6
4669;Georgia;Exposito;Elaine;3
2764;Georgia;Farley;Jacky;8
11011;Georgia;Fazio;Gregg;5
2523;Georgia;Ferris;Tai;7
7419;Georgia;Flores;Theolin;3
18594;Georgia;Forbes;Jeanene;2
2627;Georgia;Forham;Darroll;2
5690;Georgia;Foster;Cali;8
19278;Georgia;Franco;Rafael;2
256;Georgia;Fray;Mary Ruth;11
17269;Georgia;Fraysur;Glennard;5
5627;Georgia;Fries;Jacquelyn;9
2958;Georgia;Furrer;Cornelius;6
19521;Georgia;Gettie;Liliana;2
15949;Georgia;Ghysels;Bruno;4
14886;Georgia;Giacalone;Sunne;8
1830;Georgia;Gibbens;Kendra;4
15042;Georgia;Gilliam;Antonio;3
10162;Georgia;Gillis;Lora;5
7043;Georgia;Glassman;Jacques;7
16246;Georgia;Godoy;Nikki;2
5289;Georgia;Gonzalez;Corrina;4
11303;Georgia;Gordon;Dana;8
10945;Georgia;Grimm;Willard;6
9554;Georgia;Groome;Ginine;3
589;Georgia;Guardamondo;Anastacio;6
11614;Georgia;Guilford;Kent;6
8861;Georgia;Gunter;Melphia;3
19485;Georgia;Gwartney;Kellie;4
13371;Georgia;Haley;Sean;8
14584;Georgia;Hallahan;Margie;5
6776;Georgia;Hamilton;Leopoldo;6
14083;Georgia;Hammer;Eithne;2
388;Georgia;Hammersmith;Miriam;4
12353;Georgia;Hand;Kristin;3
8329;Georgia;Handsaker;Evan;6
13490;Georgia;Hankal;Cyndee;7
18004;Georgia;Hanks;Anastacio;5
7065;Georgia;Harp;Brittany;2
15867;Georgia;Hartman;Loraine;4
18341;Georgia;Haskin;Marge;1
19328;Georgia;Haug;Lucille;6
14433;Georgia;Hawkins;Damon;2
9897;Georgia;Hayner;Rufus;6
9462;Georgia;Hayntin;Dolores;4
4776;Georgia;Healy;Mary Ruth;6
645;Georgia;Heisz;Vannessa;2
11283;Georgia;Henriques;Martine;5
15824;Georgia;Hibbits;Marvin;3
19822;Georgia;Holland;Chaz;1
11364;Georgia;Hollingsworth;Sherry;7
9101;Georgia;Houser;Cecilia;4
3236;Georgia;Huq;Maudlyn;4
10848;Georgia;Idelson;Marilyn;7
4670;Georgia;Idelson;Mary Frances;6
10873;Georgia;Jamieson;Marcella;8
4427;Georgia;Jeffery;Janeen;3
16454;Georgia;Jenson;Robin;4
13817;Georgia;Jiron;Pauline;2
11340;Georgia;Judiscak;Carolyne;4
12300;Georgia;Kalivoda;Takako;6
13161;Georgia;Kanagaki;Takao;7
9668;Georgia;Kastner;Lilly;5
9288;Georgia;Keseloff;Ramona;7
5526;Georgia;Kreuzer;Diane;12
11458;Georgia;Krow;Patt;6
5290;Georgia;Landrum;Masako;6
10919;Georgia;Landry;Lorri;4
2120;Georgia;Lane;Corrie;4
15316;Georgia;Lawless;Rudy;6
19564;Georgia;Leatherman;Melinda;2
13455;Georgia;Leopold;Gery;8
2207;Georgia;Lerner;Lainie;6
18339;Georgia;Lesko;Jodan;2
886;Georgia;Letson;Masaharu;5
946;Georgia;Liggett;Son;2
13173;Georgia;Linderman;Particia;3
5244;Georgia;Lindsey;Marguerite;6
14982;Georgia;Long;Lauri;4
6031;Georgia;Looney;Codileigh;3
18766;Georgia;Ludvigsen;Achari;1
16516;Georgia;Lujan;Ana;4
3921;Georgia;Mahrous;Kurtis;5
10384;Georgia;Makris;Mikhail;5
19623;Georgia;Maltby;Emerald;2
3388;Georgia;Mann;Joy;6
5928;Georgia;Mansfield;Tammerra;10
16991;Georgia;Marcen;Valen;4
856;Georgia;Marchman;Phyillis;5
8750;Georgia;Marez;Jan;5
3746;Georgia;Marinelli;Akram;6
3191;Georgia;Martensen;Shandi;4
6472;Georgia;Mashburn;Owen;5
13219;Georgia;Massey;Eileen;2
12016;Georgia;Mayber;Siu Ping;5
15844;Georgia;McCown;Consuelo;3
5945;Georgia;McDonald;Gledola;7
5506;Georgia;McDowell;Gunar;5
8937;Georgia;McGaughey;Zelda;3
4685;Georgia;McPhearson;Zarmina;8
1214;Georgia;Messmer;Suzanne;6
6550;Georgia;Mewhinney;Isaiah;2
332;Georgia;Meyerhoff;Denyse;4
1746;Georgia;Meyers;Rethel;4
13059;Georgia;Micalec;Barnett;9
12101;Georgia;Michalski;D. C. Dutch;8
12424;Georgia;Minsky;Lewis;5
18175;Georgia;Monteith;Roswitha;1
2678;Georgia;Montera;Greta;4
672;Georgia;Morrison;R. Morgan;7
1715;Georgia;Muenich;Pas;9
2317;Georgia;Mullins;Jeffry;3
13180;Georgia;Munhall;Charleen;6
3301;Georgia;Murphy;Vicki-ann;8
5457;Georgia;Navarro;Delfino;9
188;Georgia;Naylor;Penny;7
17365;Georgia;Nicholas;Wildon;2
4550;Georgia;Niedjahski;Lavonne;8
8982;Georgia;Nolte;Gertrude;10
9860;Georgia;Owyang;Laureen;8
9836;Georgia;Padilla;Della;3
15965;Georgia;Papetti;Renee;3
14699;Georgia;Parente;Darrell;5
14297;Georgia;Park;Bowan;4
8507;Georgia;Peacock;Monika;4
10130;Georgia;Pellow;Annmarie;6
4417;Georgia;Pettengill;Felix;4
11544;Georgia;Petty;Sara;6
3771;Georgia;Poindexter;Gayesandra;7
12901;Georgia;Poirier;Bill;9
106;Georgia;Poirier;Freddy;7
4073;Georgia;Ponda;Luisa;4
11906;Georgia;Price;Kate;8
3896;Georgia;Pritts;Sepideh;7
11186;Georgia;Pyatt;Karla;3
13796;Georgia;Quesada;Keith;4
9031;Georgia;Quigle;Milton;3
17097;Georgia;Ramirez;Jay Saxema;7
182;Georgia;Realino;Louella;5
10416;Georgia;Reichert;Elenore;5
8866;Georgia;Remine;Faye;5
8991;Georgia;Riccillo;Ermias;6
18461;Georgia;Riggs;Kristin;2
12905;Georgia;Ritter;Stefanie;2
2423;Georgia;Roe;Pearlie;4
4374;Georgia;Rohar;Bradley;5
16948;Georgia;Rose;Rachael;5
7790;Georgia;Rote;Danita;5
13352;Georgia;Ruiz;Burnis;5
19315;Georgia;Salka;Marge;4
12346;Georgia;Sanfilippo;Britton;7
2877;Georgia;Santry;A. Catherine;4
3019;Georgia;Sarne;Yolanda;4
19520;Georgia;Saunar;Joan Anderson;2
18805;Georgia;Saxena;Evertt;3
6090;Georgia;Saylor;Janet;6
9988;Georgia;Schwalm;Clair;6
12622;Georgia;Sears;Janis;7
16486;Georgia;Sewell;Rebekkah;1
10587;Georgia;Shub;Ernesto;5
8212;Georgia;Sims;Ida;8
19471;Georgia;Slusher;Roberto;3
13934;Georgia;Smarr;Nicky;6
9332;Georgia;Smedley;Mats;4
14877;Georgia;Sommese;Kari;7
16633;Georgia;Sonneborn;Alvin;4
105;Georgia;Sorci;Lyall;4
13040;Georgia;Sowers;Juanita;5
8972;Georgia;Springs;Lawanda;4
7500;Georgia;Stamison;Jessie;8
19885;Georgia;Starick;Naida;1
10202;Georgia;Stayton;Corinne;3
6051;Georgia;Stayton;Reade;6
1921;Georgia;Steffy;Brandon;5
4124;Georgia;Stockham;Dina;6
3499;Georgia;Stoddard;Cameel;6
1566;Georgia;Stohon;Uriel;4
14053;Georgia;Stone;Bill;6
15798;Georgia;Story;Alma;2
8644;Georgia;Strankman;Beatrix;3
11591;Georgia;Stumpff;Annmarie;2
1456;Georgia;Suggett;Phyillis;3
17333;Georgia;Summers;Teel;4
6745;Georgia;Swearengin;Shelly;5
6591;Georgia;Swesey;Frankie;3
16816;Georgia;Swint;Darren;4
19195;Georgia;Sypriano;Jeff;4
13224;Georgia;Szasz;Thai;5
11869;Georgia;Tabor;Ritchie;6
18786;Georgia;Tackett;Zennen;3
4947;Georgia;Tagashira;Hewitt;8
19874;Georgia;Tearpak;Wildon;1
4747;Georgia;Tepper;Rodley;2
2476;Georgia;Thames;Charlo;5
15495;Georgia;Thatcher;Will;9
13806;Georgia;Thomas;Taesoon;3
8775;Georgia;Thorn;Megan;5
13376;Georgia;Thys;Bill;5
2989;Georgia;Titus;Shilo;4
13445;Georgia;Toenjes;Penny;1
17150;Georgia;Tomlin;Lona;5
18343;Georgia;Tomsick;Shih-yin;5
19203;Georgia;Topel;Erelyn;2
5799;Georgia;Torri;Shay;2
5679;Georgia;Trach;Gautam;4
325;Georgia;Tuffield;Dwain;6
4383;Georgia;Underwood;Geraldine;6
2712;Georgia;Ure;Lynette;5
7823;Georgia;Valett;Nikki;6
16723;Georgia;Valle;Anju;3
6354;Georgia;Van Attenhoven;Hulda;6
10517;Georgia;Van Meter;Rachelle;5
10889;Georgia;Vandenouer;Ella;4
11209;Georgia;Varnet;Dea;3
14760;Georgia;Venable;Daphney;7
2186;Georgia;Veneracion;Logan;10
4288;Georgia;Vij;Julianna;8
16568;Georgia;Vincent;Bimal;3
12831;Georgia;Vinson;Marinell;7
3153;Georgia;Waggoner;Everette;9
2465;Georgia;Waling;Angella;10
3204;Georgia;Waling;Foster;7
5475;Georgia;Walls;Charlotte;7
13719;Georgia;Waltman;Bette;5
935;Georgia;Wantland;Ernie;7
18717;Georgia;Watkins;Roseanne;5
9636;Georgia;Watson;Hilda;4
786;Georgia;Wehmhoff;Shawna;8
18437;Georgia;Weidman;Judy;2
9535;Georgia;Weimer;Kenyatta;4
4644;Georgia;Wetzel;Merceades;7
1028;Georgia;Wickham;Viva;4
8277;Georgia;Wines;Isobel;10
13055;Georgia;Wise;Abraham;3
10830;Georgia;Witten;Starla;5
12145;Georgia;Wodecki;Alfonso;5
12757;Georgia;Wolf;Wavley;4
9824;Georgia;Woodliff;Kari;2
17144;Georgia;Woodward;Stan;7
2655;Georgia;Wristen;Angelica;3
11414;Georgia;Wuest;Danette;4
13956;Georgia;Yengich;Stuart;6
8148;Georgia;Yost;Melba;3
17380;Georgia;Zak;Dante;6
12332;Georgia;Zane;Jess;4
3848;Georgia;Zeid;Jerome;7
16348;Georgia;Zeid;Joe;5
16469;Hawaii;Abbassi;Fe;7
13123;Hawaii;Abbruzzese;Jeanene;4
7980;Hawaii;Abel;Sarita;1
3263;Hawaii;Adamich;Pearlie;7
18351;Hawaii;Adkinson;Barbara Ann;3
12019;Hawaii;Agee;Masao;9
13886;Hawaii;Ahmadzai;P. Larry;5
12907;Hawaii;Aitken;Brittney;3
15028;Hawaii;Albury;Antonia;9
9503;Hawaii;Allard;Irene;5
14486;Hawaii;Allegra;Tandy;7
4663;Hawaii;Amidon;Aurelia;6
1988;Hawaii;Amidon;Sharron;6
11098;Hawaii;Appel;Thai;3
8846;Hawaii;Appelbaum;Ronan;5
10284;Hawaii;Appelhans;Jean;7
3826;Hawaii;Armistead;Claudette;4
11453;Hawaii;Arquello;JoAnne;5
151;Hawaii;Arredondo;Frankie;6
7228;Hawaii;Arrowsmith;Tonya;7
19603;Hawaii;Arroyo;Wathalee;3
17718;Hawaii;Ashe;Gautam;4
13101;Hawaii;Ashoo;Kathy;7
2748;Hawaii;Asmus;Cathleen;11
4760;Hawaii;Bacalzo;Tracie;5
6225;Hawaii;Bachicha;Bertil;5
8393;Hawaii;Bagley;Derrin;7
9158;Hawaii;Baird;Vivien;7
8927;Hawaii;Barta;Vince;4
18722;Hawaii;Bartlow;Blaise;2
17889;Hawaii;Baseheart;Rosa;2
10427;Hawaii;Batt;Ramiro;2
5356;Hawaii;Baughman;Gaines;6
2187;Hawaii;Bautista;Jenni;5
19363;Hawaii;Baxter;Barnett;4
14571;Hawaii;Bayron;Candida;6
19444;Hawaii;Beard;Leman;2
1742;Hawaii;Beasley;Barbara Ann;8
4950;Hawaii;Becker;Shelly;4
17930;Hawaii;Begor;Sasha;3
19137;Hawaii;Belle;Luanne;4
9675;Hawaii;Beltrame;Gunda;4
13253;Hawaii;Bengtson;Irene;1
11060;Hawaii;Benight;Estrella;4
13439;Hawaii;Beninati;Hoai;5
6905;Hawaii;Bennetts;Filemon;5
3078;Hawaii;Beresford;Lavaughn;5
486;Hawaii;Bergethon;Stephen;9
5150;Hawaii;Berggren;Carl;4
14055;Hawaii;Berkley;Jeanette;3
831;Hawaii;Bjork;Shaun;3
10543;Hawaii;Blackburn;Shih-yin;5
14076;Hawaii;Blanc;Salima;1
18169;Hawaii;Blankenship;Aida;4
1549;Hawaii;Bleakley;Nora;7
7604;Hawaii;Block;Jeannie;3
16131;Hawaii;Bobrosky;Khristy;2
19798;Hawaii;Boettcher;McKinley;1
13357;Hawaii;Bohn;Takiko;6
2491;Hawaii;Bongirno;Mario;8
17804;Hawaii;Brandenburg;Tracie;6
10179;Hawaii;Brang;Jenna;3
10285;Hawaii;Brekke;Meredith;2
17421;Hawaii;Brescia;Hilario;4
15825;Hawaii;Breslin;Gene;6
7253;Hawaii;Brinkman;Russell;4
16378;Hawaii;Brook;Casey;5
10024;Hawaii;Brunner;H.;4
558;Hawaii;Bryant;Maudlyn;8
12721;Hawaii;Buchan;Barrett;6
4596;Hawaii;Buerry;Kristine;5
16677;Hawaii;Buggs;Duane;4
8556;Hawaii;Bunch;Dorothy;9
13596;Hawaii;Bunn;Lynette;5
911;Hawaii;Burbank;Jenelle;3
8360;Hawaii;Burgess;M.;4
8268;Hawaii;Burus;Randee;6
2268;Hawaii;Buskirk;Kameron;8
13937;Hawaii;Cabanacan;Sarita;5
13274;Hawaii;Cabral;Devon;7
6982;Hawaii;Calleja;Fusako;5
191;Hawaii;Calvert;Antonio;7
8662;Hawaii;Cantrell;Winifred;9
6125;Hawaii;Capoot;Melanie;6
12160;Hawaii;Cardoza;Faith;8
17545;Hawaii;Carlson;Alexander;3
5757;Hawaii;Carr;Candius;4
17256;Hawaii;Carrigan;Mollie;2
15390;Hawaii;Cathcart;Annamarie;7
7694;Hawaii;Cavallo;Poppie;5
1174;Hawaii;Chauvin;Francis;3
2986;Hawaii;Chen;Deann;7
4837;Hawaii;Chenault;Kadija;4
10264;Hawaii;Chilimidos;Barton;5
5519;Hawaii;Chintala;Ian;5
13482;Hawaii;Chintala;Marlee;6
16143;Hawaii;Chrisman;Livia;5
19069;Hawaii;Chrisman;Shane;3
8192;Hawaii;Churchill;Livia;5
8275;Hawaii;Ciccarelli;Zennen;8
8409;Hawaii;Clado;Beatrix;3
15358;Hawaii;Cleland;Renato;4
8174;Hawaii;Clements;Jessela;9
2629;Hawaii;Cobbs;Zelma;4
10390;Hawaii;Coburn;Mahtouz;6
14626;Hawaii;Coder;Wilda;6
16709;Hawaii;Coenen;Lyalia;5
5899;Hawaii;Coffey;Brooke;3
17940;Hawaii;Coffman;G. Richard;3
6537;Hawaii;Colomb;Hally;7
17980;Hawaii;Colon;Terrence;5
9796;Hawaii;Compton;Muffy;2
18791;Hawaii;Cornett;Lavaughn;3
11447;Hawaii;Corwin;Willard;6
7485;Hawaii;Cossairt;Maudlyn;4
14244;Hawaii;Cottles;Sandy;7
17210;Hawaii;Crowe;Hillary;9
452;Hawaii;Culp;Domenic;7
7409;Hawaii;Dabit;Timothy;3
14681;Hawaii;De Cordova;Karel;4
1603;Hawaii;Decker;Ralph;5
12406;Hawaii;Delao;April;6
1543;Hawaii;Delvanti;Kara;5
1318;Hawaii;Dieball;Natalie;5
19113;Hawaii;Dolezal;Patty;1
6557;Hawaii;Dolezal;Ruthe;8
250;Hawaii;Doll;Codileigh;6
12985;Hawaii;Dolzanie;Adelaide;7
4564;Hawaii;Dondzila;Candice;5
2725;Hawaii;Dreiling;Olga;8
6702;Hawaii;Dubois;Megan;3
19860;Hawaii;Dugan;Maya;2
410;Hawaii;Dumont;Patrice;5
12754;Hawaii;Durocher;Rebbecca;6
59;Hawaii;Ebers;Rosetta;7
18664;Hawaii;Edwards;Estella;3
2715;Hawaii;Elmore;Marianne;7
8270;Hawaii;Elms;Colonel;3
10484;Hawaii;Erskine;Virgie;3
14983;Hawaii;Escher;Patricia Andie;6
11279;Hawaii;Everett;Stacey;5
2785;Hawaii;Falcon;Vivien;6
7406;Hawaii;Faubert;Avanelle;4
15130;Hawaii;Faust;Edith Daniel;9
4559;Hawaii;Fehr;Pembra;4
6112;Hawaii;Felty;Talmadge;9
10311;Hawaii;Ferrill;Joey;5
16368;Hawaii;Finnell;Cory;3
1903;Hawaii;Fitzgerald;Loy;4
3138;Hawaii;Flanagan;Milton;10
17845;Hawaii;Florez;Dinah;4
883;Hawaii;Francis;Fred;4
11197;Hawaii;Frankmore;Celvin;4
7711;Hawaii;Frasure;Cassie;8
12512;Hawaii;French;Doshie;10
10299;Hawaii;French;Jeanni;3
16835;Hawaii;Fries;Carmella;3
6872;Hawaii;Gaffney;Salima;9
2920;Hawaii;Gant;Omar;8
7126;Hawaii;Garner;Onita;6
12765;Hawaii;Gerlock;Ruben;3
2815;Hawaii;Germanson;Clark;3
5042;Hawaii;Ghee;Ladawn;5
10909;Hawaii;Ghee;Marialice;7
11596;Hawaii;Gibbs;Jodan;4
3429;Hawaii;Gilbreath;Ken;4
7893;Hawaii;Gillean;Pattie;3
2148;Hawaii;Glasier;Sunne;3
2566;Hawaii;Godoy;Nanalee;10
800;Hawaii;Grant;Dion;7
3445;Hawaii;Greathouse;Ermias;7
9106;Hawaii;Guilford;Dyanna;5
2342;Hawaii;Haas;Shauneen;6
4431;Hawaii;Haddock;Cindy;5
13515;Hawaii;Hagar;Clarice;9
19799;Hawaii;Hahnlen;Karel;2
19786;Hawaii;Hale;Marcia;2
17281;Hawaii;Hammonds;Candy;5
18964;Hawaii;Hammonds;Tennie;2
1658;Hawaii;Hanas;Eleanor;7
1298;Hawaii;Harriman;Deanna;7
14346;Hawaii;Hass;Ron;3
8754;Hawaii;Hatter;Pedro;2
5048;Hawaii;Hawley;Evelynn;3
11294;Hawaii;Helzer;Konie;4
4944;Hawaii;Henderson;Lianna;4
2023;Hawaii;Henderson;Mereeda;2
14720;Hawaii;Henrickson;Sabrina;5
13618;Hawaii;Herman;Elke;3
4720;Hawaii;Hesse;Aleah;5
10356;Hawaii;Hirota;Edwin;5
15891;Hawaii;Hiser;Logan;5
14688;Hawaii;Hoffner;Ronny;4
18684;Hawaii;Horne;Ricky;3
10439;Hawaii;Hufton;Luisa;3
16323;Hawaii;Hughes;M. Robin;5
18250;Hawaii;Ibazeta;Mikhail;1
1305;Hawaii;Irelan;Kendrick;2
14218;Hawaii;Irick;Masao;6
1764;Hawaii;Irick;Melphia;6
18590;Hawaii;Jacobs;Jimmy;5
9134;Hawaii;Jahn;Pearl;4
67;Hawaii;Jasper;Eve;4
18747;Hawaii;Jersin;Anneliese;3
5324;Hawaii;Johnson;J. Ryan;3
7313;Hawaii;Kahl;Anamarie;4
12372;Hawaii;Kassab;Garth;3
15605;Hawaii;Kasten;Andro;4
8963;Hawaii;Keenan;Vicki;8
9632;Hawaii;Kendrick;Herb;7
15766;Hawaii;Kern;Son;2
330;Hawaii;Kersten;Reeda;7
17422;Hawaii;Ketcham;Ed;2
2622;Hawaii;Kilgore;Ahmadzai;7
7384;Hawaii;King;Jose;6
2159;Hawaii;Kingslely;Merridee;3
18801;Hawaii;Kinnan;Ginger;4
1757;Hawaii;Kinney;Rethel;9
933;Hawaii;Kirby;Justine;5
782;Hawaii;Knobel;Shirley;3
7261;Hawaii;Koblinski;D. Teddie;6
4456;Hawaii;Koblinski;Patt;7
6950;Hawaii;Koshis;Bonnie;8
14292;Hawaii;Krapfl;Theo;5
17164;Hawaii;Krumland;Ashvini;3
10827;Hawaii;Lafoe;Opal;4
7862;Hawaii;Lair;JoAnne;6
7827;Hawaii;Lamaak;Heidie;7
4359;Hawaii;Land;Gerry;3
17535;Hawaii;Landauer;Maureen;3
9889;Hawaii;Langoni;Gretel;6
12806;Hawaii;Langoni;Leoncio;3
19080;Hawaii;Lawless;Norman;3
8877;Hawaii;Lepro;Leslie;2
16641;Hawaii;Leyendecker;Sherri;2
12958;Hawaii;Liliestedt;Allan;8
8778;Hawaii;Lipscomb;Claire;8
4486;Hawaii;Littleford;Lauren;6
13687;Hawaii;Liverman;Kately;6
10396;Hawaii;Livingston;Mylene;3
6039;Hawaii;Loyer;Trudy;6
8380;Hawaii;Lucero;Danita;4
10177;Hawaii;Luke;Jade;6
7722;Hawaii;Luks;Laurie;5
621;Hawaii;Lundy;Sepideh;8
7248;Hawaii;Madden;Chaillot;7
10163;Hawaii;Magenheim;Biju;5
8858;Hawaii;Mahlon;Julie;4
5486;Hawaii;Malaby;Nola;7
19802;Hawaii;Manchego;Abdullah;2
5161;Hawaii;Maness;Phyillis;4
10330;Hawaii;Manley;Grace;7
14925;Hawaii;Manzon;G. Scott;3
13417;Hawaii;Marcus;Dawn;5
10569;Hawaii;Marthay;Ralph;4
13103;Hawaii;Masinton;Florinda;4
17991;Hawaii;Massey;Owen;2
15470;Hawaii;Mathews;Lori;6
3229;Hawaii;McAuliffe;Mereeda;4
8026;Hawaii;McClaine;F. Wes;1
6128;Hawaii;McClaine;Jauire;4
12168;Hawaii;McCool;Milton;3
19685;Hawaii;McEvilly;Hoa;1
4194;Hawaii;McFarren;Oleta;7
12701;Hawaii;McMasters;Trini;7
10511;Hawaii;McSwain;H. Jennie;6
13411;Hawaii;Meek;Maryan;5
4756;Hawaii;Mellema;Mahtouz;6
4006;Hawaii;Menaseo;LaVon;7
19189;Hawaii;Mestaz;Jan;4
15514;Hawaii;Metz;Blain;2
18833;Hawaii;Mickelsen;Kenneth;4
9345;Hawaii;Minichelli;Alberto;3
1007;Hawaii;Mlincek;Guy;6
17729;Hawaii;Moncrieff;Jenaro;1
5641;Hawaii;Monninger;Rafael;6
6574;Hawaii;Montez;Hana;4
536;Hawaii;Morris;Tonya;5
15886;Hawaii;Morse;Charlemagne;3
16165;Hawaii;Morton;Goble;6
10358;Hawaii;Mulay;Beata;4
8014;Hawaii;Musungu;Veronica;4
15984;Hawaii;Nash;Eric;4
18221;Hawaii;Newman;Kay;2
15043;Hawaii;None;Marlene;3
900;Hawaii;OGrady;Don;5
245;Hawaii;Ogden;Raj;3
18396;Hawaii;Ogilvie;Blanca;2
11005;Hawaii;Ohnheiser;Darryl;7
5860;Hawaii;Oliver;Emily;9
1457;Hawaii;Olschefski;Cleo;6
3021;Hawaii;Ornelas;Darryl;6
236;Hawaii;Pacino;Derik;6
18546;Hawaii;Pacioretty;Delores;3
15367;Hawaii;Palser;Mustafa;6
19875;Hawaii;Pancoast;Kristina;1
3620;Hawaii;Pannell;Keren;3
3476;Hawaii;Patera;Fira;1
17343;Hawaii;Pavicich;Ricardo;3
17474;Hawaii;Pegg;Shilo;3
9727;Hawaii;Pence;Kevin;6
19669;Hawaii;Pendleton;Necia;3
14446;Hawaii;Peoples;Rodney;4
17489;Hawaii;Petculescu;Lillie;3
7902;Hawaii;Pilcher;Nicolette;9
11481;Hawaii;Piquette;Murray;3
10476;Hawaii;Plambeck;Richard (Chris);5
9637;Hawaii;Ploog;Eran;5
8709;Hawaii;Polk;Natasha;4
13943;Hawaii;Powers;Williams;5
12007;Hawaii;Provencio;Georgeane;4
18049;Hawaii;Provencio;Jacques;5
16893;Hawaii;Pucell;Brigid;7
14997;Hawaii;Puckett;Meladie;6
4910;Hawaii;Puttkammer;Mikhail;2
12430;Hawaii;Quintan;Meredith;6
9312;Hawaii;Rebhun;Vena;6
19776;Hawaii;Retinski;Josef;2
4566;Hawaii;Rewinkel;Jack;7
11891;Hawaii;Reyher;Mandi;7
18491;Hawaii;Rhyans;Manuelita;3
17892;Hawaii;Robbins;Barton;1
13645;Hawaii;Roberts;Thad;5
7818;Hawaii;Rose;Marybeth;2
11138;Hawaii;Sabosky;Edith;8
8161;Hawaii;Sachanandani;Hillary;4
16733;Hawaii;Saebi;Lon;4
5791;Hawaii;Sall;Rob;9
7541;Hawaii;Salls;Jauire;4
15590;Hawaii;Sanchez;Yiu Kwok;4
16736;Hawaii;Sandy Kurtz;Ronny;5
328;Hawaii;Sarne;Jo-Ann;6
17789;Hawaii;Schaaf;Eva;3
4375;Hawaii;Schoedel;Estella;5
15957;Hawaii;Schoolcraft;Pat;4
14175;Hawaii;Schott;Brett;5
6328;Hawaii;Schwairy;Mandy;2
9077;Hawaii;Seiler;Bethany;5
3739;Hawaii;Seul;Patti;5
18078;Hawaii;Sgambate;Gavin;6
15232;Hawaii;Skaife;Stacie;5
18646;Hawaii;Skuce;Ruth;2
2422;Hawaii;Slonim;Margery;6
5182;Hawaii;Snowdall;Jillian;3
18270;Hawaii;Soldan;Francine;5
8671;Hawaii;Spaulding;Mary Anne;5
18676;Hawaii;Spence;Evan;3
510;Hawaii;Sprangs;Luther;12
19139;Hawaii;Stacks;French;5
8616;Hawaii;Stedillie;Maryjane;5
1136;Hawaii;Stellini;Rose;7
13963;Hawaii;Sticha;Muffy;6
16870;Hawaii;Stiltner;Angie;3
18204;Hawaii;Stotka;P. Larry;4
11969;Hawaii;Stotler;Ramon;5
11967;Hawaii;Strambi;Tommie;3
11513;Hawaii;Strang;Mary Ruth;4
5122;Hawaii;Suazo;Danae;7
11963;Hawaii;Suazo;Julieanna;8
6766;Hawaii;Sultani;Jarod;5
6979;Hawaii;Sultani;Suzette;8
19406;Hawaii;Suttich;Surinder;3
11352;Hawaii;Sweazey;Anju;7
14230;Hawaii;Swinford;Trisha;9
6238;Hawaii;Taborga;Candius;1
9987;Hawaii;Tackett;Marc;6
16444;Hawaii;Tagashira;Cecelia;6
12558;Hawaii;Tamichi;Maila;2
10811;Hawaii;Tapia;F. Wes;10
14395;Hawaii;Tedesco;Elisabeth;4
10850;Hawaii;Tiffany;Anna;4
13808;Hawaii;Tipton;Lourette;8
13901;Hawaii;Tomsick;Tuyen;6
6190;Hawaii;Topliss;Kiki;2
3450;Hawaii;Torentini;Adelaide;6
19270;Hawaii;Torphy;Ritchie;1
5565;Hawaii;Torrez;Rick;6
5768;Hawaii;Townes;Mariann;6
2321;Hawaii;Toyne;Anna Maria;7
15207;Hawaii;Trance;Morten;4
10894;Hawaii;Trezza;Biship;2
10682;Hawaii;Trost;Marwan;4
16766;Hawaii;Tsubota;Ladawn;4
481;Hawaii;Turcios;Larasa;9
10250;Hawaii;Turnbell;Jade;5
10984;Hawaii;Turnpaugh;Else;6
2331;Hawaii;Ujdur;Nica;9
13448;Hawaii;Umali;Jerrie;3
11261;Hawaii;Urda;Vassar;3
5809;Hawaii;Uribe;Janet;7
10524;Hawaii;Usnick;Myriam;4
3533;Hawaii;Uyeda;Orlando;6
14250;Hawaii;Vaca;Robin;2
14026;Hawaii;Van Attenhoven;Vicki;2
10946;Hawaii;Van Buskirk;Eileen;4
9382;Hawaii;Van Ness;Jim;5
10705;Hawaii;Vandenouer;Barrett;7
9870;Hawaii;Vandiver;Fredrick;2
10888;Hawaii;Vecera;Lewis;7
16824;Hawaii;Verdad;Therresa;3
